boxerid,eigenvecscore,boxername,alias,division,bouts,KOs,rounds,stance,debut
378636,0.01010179955305844,Fidel Monterrosa Munoz,NA,welterweight,52,58%,224,orthodox,2006-11-24
422143,0.01010179955305844,Roli Gasca,Zuma,featherweight,32,22%,232,orthodox,2007-08-25
532982,0.01010179955305844,Karoon Jarupianlerd,Petchbarngborn Kokietgym,super flyweight,49,39%,335,orthodox,2009-06-01
7921,0.01010179955305844,Martin Krastev,NA,super bantamweight,32,50%,125,orthodox,1992-11-27
87307,0.01010179955305844,Yuri Foreman,NA,super welterweight,38,26%,228,orthodox,2002-01-24
97652,0.01010179955305844,William Martinez,NA,lightweight,20,35%,128,orthodox,1958-08-30
15885,0.010101799553058437,Miguel Angel Espino,NA,middleweight,24,38%,124,orthodox,2000-08-05
696222,0.010101799553058437,Melvin Jerusalem,Gringo,minimumweight,12,58%,56,orthodox,2014-07-13
78482,0.010101799553058437,Michael Arango,Michell,super flyweight,60,43%,287,NA,1999-02-06
19256,0.010101799553058436,Mitsunori Seki,NA,featherweight,73,48%,487,southpaw,1958-12-02
2333,0.010101799553058436,Jovito Rengifo,NA,flyweight,40,40%,281,NA,1977-05-28
388981,0.010101799553058436,Arturo Badillo,Fuerte,featherweight,31,61%,109,orthodox,2007-03-24
4606,0.010101799553058436,Felix Garcia Losada,NA,super lightweight,21,43%,113,orthodox,1990-09-08
481446,0.010101799553058436,Gabriel Mendoza,El Cañita,minimumweight,35,66%,178,orthodox,2008-12-27
4854,0.010101799553058436,Julio Alvarez,NA,super featherweight,33,55%,151,orthodox,1991-05-08
49187,0.010101799553058436,Katsuyoshi Takayama,NA,flyweight,62,19%,490,southpaw,1962-03-22
750,0.010101799553058436,Harold Volbrecht,NA,welterweight,54,26%,446,southpaw,1975-11-29
7986,0.010101799553058436,Alexey Ilyin,NA,cruiserweight,29,79%,116,NA,1993-10-16
1044,0.010101799553058434,Eddie Davis,Wildcat,light heavyweight,41,49%,258,orthodox,1975-09-12
16170,0.010101799553058434,Takehiro Shimada,NA,lightweight,34,50%,209,orthodox,1997-06-24
189502,0.010101799553058434,Robert Medley,Deadly,light heavyweight,35,60%,208,orthodox,2003-05-09
24455,0.010101799553058434,Zaiki Takemoto,NA,featherweight,33,36%,205,orthodox,1997-12-14
355640,0.010101799553058434,John Molina Jr,NA,super lightweight,36,64%,173,orthodox,2006-03-31
41815,0.010101799553058434,Carlos Elliott,NA,super welterweight,29,76%,157,orthodox,1983-03-04
456375,0.010101799553058434,Stephen Smith,'Swifty',super featherweight,27,52%,154,orthodox,2008-06-21
490324,0.010101799553058434,Salim Larbi,NA,super welterweight,29,24%,172,orthodox,2009-04-04
587304,0.010101799553058434,Xiaojun Qiu,The Dragon,super bantamweight,25,40%,177,orthodox,2010-06-30
6227,0.010101799553058434,Melvin Magramo,NA,flyweight,61,34%,464,orthodox,1990-05-18
665612,0.010101799553058434,Komgrich Nantapech,Eaktwan BTU Ruaviking,flyweight,26,58%,134,orthodox,2011-08-03
19292,0.010101799553058432,Kabary Salem,Egyptian Magician,super middleweight,29,41%,174,NA,1997-01-31
210353,0.010101799553058432,Mariano Nicolas Plotinsky,El Demoledor,light heavyweight,20,40%,81,orthodox,2003-08-27
22021,0.010101799553058432,Luis Andres Pineda,El Leñador,cruiserweight,34,56%,163,orthodox,1996-08-31
2752,0.010101799553058432,Cleo Garcia,NA,super bantamweight,27,30%,184,orthodox,1973-06-14
6373,0.010101799553058432,Pedro Ferradas,NA,super featherweight,38,42%,272,orthodox,1990-12-14
6415,0.010101799553058432,Antonio Diaz,Toño,super lightweight,54,56%,319,orthodox,1995-07-01
173416,0.01010179955305843,Kevin Johnson,Kingpin,heavyweight,39,36%,247,orthodox,2003-02-13
1787,0.01010179955305843,Michael Watson,NA,middleweight,30,70%,163,orthodox,1984-10-16
2252,0.01010179955305843,Luis Primera,NA,welterweight,20,85%,67,NA,1977-03-13
2330,0.01010179955305843,Alonzo Gonzalez,Alonso B Strongbow,flyweight,33,33%,271,NA,1978-02-09
251652,0.01010179955305843,Eddy Castro,Torito II,minimumweight,36,31%,148,orthodox,2004-04-30
3174,0.01010179955305843,Jose Cervantes,Pambelito,featherweight,49,27%,362,NA,1973-01-16
3314,0.01010179955305843,Byung-Kwan Chung,NA,super flyweight,20,20%,139,NA,1983-10-08
4553,0.01010179955305843,Benedicto Murillo,NA,light flyweight,39,15%,308,NA,1982-04-17
5216,0.01010179955305843,Tommy Small,NA,super welterweight,52,42%,256,orthodox,1986-04-12
66310,0.01010179955305843,Walter Estrada,NA,featherweight,73,41%,338,southpaw,1999-03-12
7718,0.01010179955305843,Alexander Makhmutov,NA,flyweight,51,41%,398,NA,1990-06-02
7808,0.01010179955305843,Javier Jauregui,El Chatito,lightweight,73,51%,497,orthodox,1988-02-26
9518,0.01010179955305843,Enrique Solis,Kiko,featherweight,32,13%,270,NA,1972-02-19
3491,0.010101799553058429,John Jarvis,NA,super middleweight,40,65%,168,orthodox,1979-04-26
365037,0.010101799553058429,Bongani Mwelase,Cyclones,welterweight,16,75%,78,southpaw,2006-07-21
4962,0.010101799553058429,James Heath,NA,cruiserweight,15,47%,86,NA,1985-03-28
7424,0.010101799553058429,Nigel Wenton,NA,lightweight,35,66%,156,NA,1988-06-08
15710,0.010101799553058427,Michael Stewart,No Joke,super lightweight,60,42%,334,orthodox,1996-07-26
16494,0.010101799553058427,Joey Giambra,NA,middleweight,77,40%,536,orthodox,1949-06-28
342287,0.010101799553058427,Brian Rose,'The Lion',middleweight,35,23%,253,orthodox,2005-12-14
472133,0.010101799553058427,Shawn Porter,Showtime,welterweight,30,57%,183,orthodox,2008-10-03
51394,0.010101799553058427,Ricardo Estupinan,NA,flyweight,17,24%,138,NA,1974-04-13
11507,0.010101799553058425,Alan Rudkin,NA,bantamweight,50,30%,436,orthodox,1962-05-15
15961,0.010101799553058425,Vicente Rivas,NA,lightweight,51,29%,386,NA,1955-02-22
228966,0.010101799553058425,Akifumi Shimoda,NA,super bantamweight,39,36%,271,southpaw,2003-01-18
475912,0.010101799553058425,Charles Hatley,The Future,super welterweight,29,62%,128,southpaw,2008-11-06
5615,0.010101799553058425,Yuichi Kasai,NA,super bantamweight,29,52%,172,orthodox,1989-08-12
6773,0.010101799553058425,Rodney Wilson,NA,lightweight,42,24%,237,orthodox,1988-09-22
78383,0.010101799553058425,Jesse Feliciano,El Rayo,welterweight,28,32%,165,orthodox,2001-12-01
818,0.010101799553058425,Tony Miller,Mad Dog,featherweight,61,43%,488,orthodox,1984-06-27
1210,0.010101799553058424,Oscar Bejines,Bejinez/Negro,super featherweight,44,59%,259,NA,1978-12-15
1295,0.010101799553058424,Ruben Osvaldo Condori,NA,bantamweight,157,16%,1363,orthodox,1977-06-03
1632,0.010101799553058424,Yoon-Un Jin,NA,super flyweight,28,64%,148,orthodox,1985-06-01
258317,0.010101799553058424,Shin Ono,NA,light flyweight,31,13%,192,southpaw,2001-02-02
32089,0.010101799553058424,Chris Weston,NA,welterweight,26,23%,120,NA,1986-04-25
52620,0.010101799553058424,Fitzroy Guisseppi,NA,super lightweight,80,29%,692,NA,1967-11-11
5496,0.010101799553058424,Nam-Hoon Cha,NA,light flyweight,27,56%,145,orthodox,1988-04-03
6777,0.010101799553058424,Kimio Hirano,NA,light flyweight,28,7%,198,southpaw,1987-01-19
7627,0.010101799553058424,Dale Brown,Cowboy,cruiserweight,42,52%,257,orthodox,1995-04-28
123487,0.010101799553058422,Samuel Kebede,NA,super featherweight,27,52%,115,orthodox,1996-05-08
14966,0.010101799553058422,Gary Lockett,The Rocket,super welterweight,32,66%,132,orthodox,1996-09-06
18227,0.010101799553058422,Harald Skog,NA,light heavyweight,33,24%,220,NA,1972-11-29
18278,0.010101799553058422,Lonnie Bennett,NA,light heavyweight,36,67%,181,orthodox,1971-02-11
18619,0.010101799553058422,Jason Robinson,NA,cruiserweight,25,44%,142,southpaw,1996-02-02
23645,0.010101799553058422,Juan Alvarez,NA,bantamweight,33,18%,289,NA,1972-08-25
357688,0.010101799553058422,Victor Manuel Cayo,Mermelada,welterweight,39,59%,169,orthodox,2006-05-08
385460,0.010101799553058422,Rogelio Omar Rossi,El Pequeño,heavyweight,26,46%,96,southpaw,2006-11-10
39652,0.010101799553058422,Julio Cesar Medina,Chanchi,bantamweight,25,40%,110,orthodox,1997-05-16
467367,0.010101799553058422,Jetro Pabustan,Silent Operator,bantamweight,38,24%,239,southpaw,2008-01-15
50835,0.010101799553058422,Miguel Angel Rodriguez,Miki,welterweight,33,70%,156,orthodox,1996-09-28
7827,0.010101799553058422,Adrian Walter Daneff,El Pingo,welterweight,57,33%,357,orthodox,1992-08-28
8579,0.010101799553058422,Francisco Tomas Da Cruz,Bahia,super featherweight,69,35%,410,orthodox,1982-12-18
92077,0.010101799553058422,Jung-Oh Son,Hurricane,super flyweight,27,22%,203,orthodox,2000-03-18
13990,0.01010179955305842,Waruinge Nakayama,NA,super bantamweight,25,24%,205,orthodox,1973-07-27
14395,0.01010179955305842,Jacek Bielski,NA,welterweight,26,27%,143,orthodox,1999-09-18
18133,0.01010179955305842,Pedro Rincon Miranda,El Torito,super flyweight,51,49%,238,orthodox,1996-07-27
25132,0.01010179955305842,Montsayarm Haw Mahachai,NA,light flyweight,35,43%,210,southpaw,1974-06-21
29302,0.01010179955305842,Vicente Milan Derado,La Furia /El Gitano,lightweight,119,18%,1053,NA,1957-04-03
316995,0.01010179955305842,Alejandro Lopez,Alex,super bantamweight,27,26%,154,orthodox,2005-05-30
8071,0.01010179955305842,Rito Ruvalcaba,NA,middleweight,45,67%,172,orthodox,1993-12-06
8633,0.01010179955305842,Tony DeLuca,NA,flyweight,26,23%,169,southpaw,1983-06-24
14670,0.010101799553058418,Michael Jennings,NA,welterweight,39,44%,218,orthodox,1999-05-15
275,0.010101799553058418,Orlando Amores,NA,bantamweight,45,53%,264,orthodox,1967-01-21
31476,0.010101799553058418,Juan Francisco Rodriguez,NA,bantamweight,34,26%,259,NA,1976-10-29
1176,0.010101799553058417,Louis Curtis,NA,bantamweight,22,32%,134,NA,1983-08-11
18287,0.010101799553058417,Mike Baker,Irish,middleweight,69,41%,460,orthodox,1972-03-22
186,0.010101799553058417,Masataka Takayama,NA,lightweight,29,28%,226,orthodox,1968-03-20
20054,0.010101799553058417,Jay Bell,NA,middleweight,23,83%,58,NA,1984-09-25
22812,0.010101799553058417,Sammy Reeson,NA,cruiserweight,26,19%,197,southpaw,1983-05-19
2540,0.010101799553058417,Randall Cobb,Tex,heavyweight,51,69%,221,orthodox,1977-01-21
3894,0.010101799553058417,Julio Gudino,NA,flyweight,37,16%,305,NA,1980-07-19
46059,0.010101799553058417,Bushy Bester,NA,super welterweight,31,55%,181,NA,1977-01-29
49121,0.010101799553058417,Sea Robinson,NA,super welterweight,17,24%,150,NA,1972-02-04
51112,0.010101799553058417,Jackal Maruyama,NA,super flyweight,35,40%,219,orthodox,1977-02-25
7069,0.010101799553058417,Wilfrido Ruiz,NA,super welterweight,36,58%,156,NA,1991-02-03
94951,0.010101799553058417,Armando Torres,Ichiro Ozeki,flyweight,39,38%,233,orthodox,1998-10-28
9799,0.010101799553058417,Don Fullmer,NA,middleweight,79,18%,641,orthodox,1957-08-02
35410,0.010101799553058415,Domingo Barrera,El Ciclón del Atlántico,super lightweight,50,38%,352,NA,1966-09-04
44628,0.010101799553058415,Rudy Casicas,NA,bantamweight,21,19%,172,southpaw,1984-08-26
7755,0.010101799553058415,Pedro Morquecho,Peter,super flyweight,34,44%,198,southpaw,1992-03-22
8314,0.010101799553058415,Alejandro Ugueto,NA,welterweight,24,38%,191,NA,1988-10-20
9115,0.010101799553058415,Hercules Kyvelos,NA,super welterweight,27,44%,145,orthodox,1997-05-14
11591,0.010101799553058413,Shig Fukuyama,Shigefumi Fukuyama,featherweight,47,43%,254,orthodox,1968-02-22
1558,0.010101799553058413,Edward Barrios,Rosquita,featherweight,38,63%,170,orthodox,1993-12-03
274554,0.010101799553058413,Sebastien Demers,Double Trouble,middleweight,37,30%,249,orthodox,2004-10-09
316920,0.010101799553058413,Masayuki Kuroda,NA,flyweight,36,42%,217,orthodox,2005-05-31
3762,0.010101799553058413,Ric Magramo,NA,flyweight,61,15%,489,NA,1982-02-28
4507,0.010101799553058413,Arthur Johnson,Flash,flyweight,28,50%,184,orthodox,1992-05-11
51297,0.010101799553058413,Jae-Shin Lim,Kotaro Hayashi,super flyweight,17,53%,112,orthodox,1988-10-29
607789,0.010101799553058413,Makazole Tete,The Professor,super flyweight,20,55%,98,NA,2004-12-10
7712,0.010101799553058413,Hector Quiroz,El Cañonero,super lightweight,49,61%,254,orthodox,1992-12-04
7798,0.010101799553058413,Rocky Martinez,Ray Martinez,super lightweight,54,37%,327,orthodox,1992-09-15
7865,0.010101799553058413,Gabriel Mira,NA,flyweight,34,56%,156,orthodox,1991-03-27
97,0.010101799553058413,Chuck Wepner,Bayonne Bleeder,heavyweight,51,33%,360,NA,1964-08-05
108595,0.010101799553058411,Jose Nieves,Miau,bantamweight,28,39%,152,southpaw,2001-06-22
11567,0.010101799553058411,Joe Medel,El Huitlacoche,bantamweight,108,41%,828,orthodox,1955-03-19
1236,0.010101799553058411,Rocky Lin,Mincha Lin,minimumweight,28,39%,211,orthodox,1988-05-23
15479,0.010101799553058411,Ben Tackie,Wonder,super lightweight,44,41%,347,orthodox,1994-05-12
16750,0.010101799553058411,Ravea Springs,Ravena Springs,cruiserweight,33,67%,123,southpaw,1993-07-01
193,0.010101799553058411,Ray Lampkin,Lightning,lightweight,41,39%,289,orthodox,1968-07-29
1961,0.010101799553058411,Ron Amundsen,NA,super welterweight,36,22%,252,orthodox,1985-08-23
30649,0.010101799553058411,Joaquin Flores Caraballo,NA,super flyweight,10,10%,57,NA,1981-09-25
31089,0.010101799553058411,Jose Luis Pimentel,NA,featherweight,23,48%,161,NA,1962-04-02
3180,0.010101799553058411,Francisco Segura,Pancho,super featherweight,36,31%,270,orthodox,1985-05-18
37676,0.010101799553058411,Masaharu Kawakami,NA,minimumweight,3,0%,9,NA,1987-06-14
47110,0.010101799553058411,Yong-Hyun Kim,NA,light flyweight,32,16%,252,orthodox,1975-04-06
5237,0.010101799553058411,Sean Murphy,NA,featherweight,27,52%,131,NA,1986-09-20
6873,0.010101799553058411,Steve Foster,The Viking,super welterweight,39,28%,238,NA,1981-02-09
14870,0.01010179955305841,Gavin Rees,The Rock,lightweight,43,42%,236,orthodox,1998-09-05
15519,0.01010179955305841,Pedro Pena,Dangerous,super flyweight,21,48%,101,orthodox,1996-11-29
17086,0.01010179955305841,Joseph Makaringe,Smokin' Joe,welterweight,34,74%,199,orthodox,1996-05-14
18378,0.01010179955305841,Steve Gregory,NA,super welterweight,33,52%,169,NA,1977-05-11
18788,0.01010179955305841,Luis Maldonado,Titi,super bantamweight,52,52%,316,orthodox,1998-04-17
1964,0.01010179955305841,Lemark Davis,NA,super welterweight,26,19%,185,orthodox,1988-03-10
42919,0.01010179955305841,Darnell Wilson,Ding-A-Ling Man,heavyweight,49,43%,284,orthodox,2000-11-16
44794,0.01010179955305841,Chiaki Kobayashi,NA,bantamweight,18,28%,107,orthodox,1983-03-26
462670,0.01010179955305841,Ismayl Sillah,NA,cruiserweight,28,68%,112,orthodox,2008-07-18
538387,0.01010179955305841,Renz Rosia,Jaguar,flyweight,18,39%,118,southpaw,2006-03-22
11388,0.010101799553058408,Stan Harrington,NA,welterweight,85,31%,694,orthodox,1953-11-17
124999,0.010101799553058408,Mario Martinez,El Canonero,lightweight,11,9%,75,NA,1971-10-27
158,0.010101799553058408,Jose Roman,King,heavyweight,86,31%,615,orthodox,1966-06-20
18396,0.010101799553058408,Patrick Lumumba,NA,heavyweight,13,38%,83,orthodox,1983-12-17
39802,0.010101799553058408,Rodolfo Rodriguez,El Tanquecito,flyweight,94,17%,850,NA,1974-04-06
51154,0.010101799553058408,Orlando Hernandez,El Tico,flyweight,34,65%,176,NA,1973-03-01
19098,0.010101799553058406,Nedal Hussein,Skinny,featherweight,48,56%,270,orthodox,1997-05-09
215,0.010101799553058406,Edwin Viruet,NA,lightweight,40,35%,296,NA,1969-04-28
461,0.010101799553058406,Ari Blanca,Cobra/ Boy Blanca,super flyweight,40,33%,292,southpaw,1983-07-19
58590,0.010101799553058406,Fahprakorb Rakkiatgym,PrayatSawai-ngam,featherweight,55,60%,312,southpaw,1992-09-06
64950,0.010101799553058406,Urbano Antillon,NA,lightweight,32,66%,156,orthodox,2000-11-30
6690,0.010101799553058406,Ross Thompson,The Boss,super welterweight,46,39%,255,orthodox,1992-12-27
68101,0.010101799553058406,Pramuansak Posuwan,"Pramuansak Kokietgym, The Machin",super flyweight,51,47%,353,orthodox,2001-10-03
13905,0.010101799553058404,Terry McGroom,NA,cruiserweight,31,32%,181,NA,1993-01-16
19481,0.010101799553058404,Atsushi Sai,NA,light flyweight,18,39%,110,orthodox,1992-08-22
270830,0.010101799553058404,Ronald Ortega Barrera,El Indio,super bantamweight,46,39%,297,southpaw,2004-03-27
30604,0.010101799553058404,Aniceto Vargas,NA,flyweight,27,11%,157,orthodox,1970-07-25
359003,0.010101799553058404,Leonardo Zappavigna,Lenny Zappa,super lightweight,38,66%,182,orthodox,2006-06-16
374,0.010101799553058404,Johnny Gant,NA,welterweight,63,41%,473,NA,1968-08-27
384120,0.010101799553058404,Lorenzo Villanueva,Thunderbolt,super featherweight,36,78%,133,southpaw,2007-01-20
43912,0.010101799553058404,Angel Hernandez,Tajinaste,welterweight,47,23%,305,NA,1980-12-03
582325,0.010101799553058404,Leandro David Esperante,El León,super bantamweight,22,55%,114,orthodox,2011-07-08
112619,0.010101799553058401,Humberto Pool,El Olímpico,flyweight,28,32%,192,orthodox,1996-03-09
123991,0.010101799553058401,Udin Baharudin,Udin,flyweight,33,3%,289,NA,1985-04-28
14294,0.010101799553058401,Andras Galfi,Gatto,middleweight,53,49%,314,orthodox,1993-03-11
14667,0.010101799553058401,Mehrdud Takaloo,The Margate Rock,super welterweight,34,50%,194,orthodox,1997-07-19
172447,0.010101799553058401,Josesito Lopez,The Riverside Rocky,welterweight,43,44%,249,orthodox,2003-02-08
18807,0.010101799553058401,Khoren Gevor,NA,middleweight,41,41%,257,southpaw,2000-10-01
340543,0.010101799553058401,Hidenori Otake,NA,super bantamweight,33,36%,209,orthodox,2005-12-01
45695,0.010101799553058401,Hikaru Tomonari,NA,super featherweight,40,40%,272,orthodox,1976-10-28
5038,0.010101799553058401,Zeljko Mavrovic,Zed,heavyweight,28,79%,138,orthodox,1993-03-20
5057,0.010101799553058401,Lansana Diallo,Bazouka,middleweight,47,11%,358,orthodox,1992-10-25
52616,0.010101799553058401,Jae-Hong Kim,NA,light flyweight,5,0%,38,NA,1983-02-26
5423,0.010101799553058401,Sandro Orlando Oviedo,NA,flyweight,49,8%,329,orthodox,1988-06-04
7998,0.010101799553058401,Renato Cornett,NA,super featherweight,35,29%,281,orthodox,1986-07-11
23663,0.0101017995530584,Flipper Uehara,NA,featherweight,19,21%,175,orthodox,1973-01-11
253,0.0101017995530584,Alvaro Rojas,NA,lightweight,24,42%,166,orthodox,1970-05-14
285069,0.0101017995530584,Suguru Muranaka,NA,super flyweight,29,28%,187,orthodox,2004-11-09
2990,0.0101017995530584,Roberto Ramirez,Lobita / Sendai,flyweight,50,42%,337,orthodox,1975-11-12
304245,0.0101017995530584,Javier Martinez Resendiz,El Demonio,flyweight,25,28%,143,orthodox,2005-03-17
375,0.0101017995530584,Clyde Gray,NA,welterweight,80,60%,535,NA,1968-03-13
425178,0.0101017995530584,Shawn Cox,The Sniper,cruiserweight,25,68%,56,southpaw,2007-09-23
47038,0.0101017995530584,Gerhard Piaskowy,NA,super welterweight,36,53%,244,NA,1965-05-14
53263,0.0101017995530584,Idelfonso Bethelmy,NA,super featherweight,29,55%,172,NA,1974-07-13
5712,0.0101017995530584,Joel Diaz,NA,lightweight,21,19%,124,orthodox,1991-04-19
621653,0.0101017995530584,Gerald Washington,El Gallo Negro,heavyweight,20,60%,83,orthodox,2012-07-28
7000,0.0101017995530584,Hipolito Saucedo,Polo,super flyweight,19,32%,108,orthodox,1985-09-10
30695,0.010101799553058398,Shuichi Hozumi,NA,flyweight,34,24%,279,orthodox,1977-11-30
3539,0.010101799553058398,Muslim Biarslanov,NA,light heavyweight,37,46%,213,NA,1990-09-29
3854,0.010101799553058398,Pat Lawlor,Patrick Lawlor,super middleweight,40,18%,234,NA,1987-10-02
6110,0.010101799553058398,Giorgio Campanella,NA,lightweight,36,61%,188,NA,1990-10-15
9514,0.010101799553058398,Godfrey Stevens,NA,featherweight,84,25%,744,orthodox,1960-02-26
275968,0.010101799553058396,Jaider Parra,NA,super lightweight,31,55%,151,orthodox,2004-10-02
2860,0.010101799553058396,Pascual Aranda,NA,featherweight,40,45%,217,orthodox,1981-10-29
3803,0.010101799553058396,Bruno Ruben Godoy,La Bestia,super middleweight,64,41%,420,orthodox,1987-04-10
493029,0.010101799553058396,Juan Alejo,Pinky,light flyweight,28,50%,186,NA,2009-04-18
6670,0.010101799553058396,Antonello Melis,NA,super bantamweight,23,35%,122,NA,1992-12-01
7643,0.010101799553058396,Moussa Sangare,NA,featherweight,49,39%,326,orthodox,1984-04-19
7747,0.010101799553058396,Akihiko Nago,NA,super flyweight,40,35%,264,southpaw,1995-09-18
